265	000347
265	024289
265	049621
265	049621
265	098460
265	196108
265	004709
265	194956
265	090540
265	049400
265	111068
265	111130
265	196298
265	190752
265	030335
265	059449
265	165397
265	038972
265	192441
265	195015
265	163602
265	007775
265	007775
265	177468
265	098355
265	059449
265	159494
265	008577
265	020518
265	054536
265	002684
265	195753
265	174019
265	199037
265	018661
265	041876
265	195030
265	192439
265	159486
265	175856
265	002641
265	196831
265	177476
265	047882
265	082858
265	164439
265	159400
265	053025
265	195998
265	044840
265	024726
265	195486
265	195486
265	013759
265	069169
265	082815
265	168590
265	195719
265	148999
265	087957
265	092578
265	199139
265	045863
265	151965
265	102956
265	199114
265	191272
265	197398
265	155596
265	185050
265	146104
265	165532
265	195473
265	192113
265	174434
265	146155
265	162223
265	134300
265	083021
265	083102
265	060951
265	159729
265	192439
265	068294
265	036929
265	036910
265	048250
265	062431
265	095534
265	140556
265	190441
265	049710
265	049737
265	195918
265	198160
265	190059
265	179622
265	189711
265	189740
265	195975
265	195975
265	190868
265	042791
265	191944
265	110495
265	192666
265	062113
265	089232
265	193263
265	198708
265	194397
265	194435
265	038972
265	025587
265	169899
265	028470
265	004709
265	195897
265	197398
265	195897
265	005721
265	036961
265	038921
265	031420
265	190871
265	190892
265	193314
265	194988
265	193298
265	096875
265	059392
265	010237
265	082823
265	017460
265	017509
265	017460
265	041817
265	017479
265	189509
265	080286
265	080286
265	017460
265	189760
265	014577
265	030025
265	068316
265	077684
265	160085
265	171427
265	038972
265	013627
265	038972
265	048285
265	041655
265	049125
265	116558
265	049796
265	188389
265	185271
265	190051
265	194618
265	191742
265	191742
265	066119
265	065007
265	038972
265	038972
265	033423
265	147941
265	015379
265	015379
265	117317
265	018661
265	169422
265	060129
265	098584
265	045952
265	002641
265	190441
265	192535
265	194380
265	191744
265	195002
265	195883
265	197400
265	199294
265	066119
265	041817
265	174264
265	005209
265	082769
265	164854
265	191744
265	183026
265	197812
265	038972
265	198160
265	061222
265	023355
265	069371
265	069436
265	198879
265	030580
265	197579
265	111238
265	194843
265	023355
265	049710
265	066119
265	066119
265	082955
265	004709
265	087566
265	068294
265	006922
265	010210
265	089828
265	160522
265	160085
265	045146
265	192317
265	147100
265	138659
265	195469
265	198541
265	197408
265	049796
265	062113
265	038972
265	089828
265	192527
265	178030
265	024289
265	199341
265	147453
265	038972
265	001605
265	014690
265	164137
265	002668
265	093701
265	077056
265	045510
265	192090
265	192084
265	082467
265	025587
265	046363
265	196298
265	198578
265	005195
265	000470
265	000470
265	049885
265	169139
265	166261
265	010423
265	038972
265	171028
265	005209
265	038972
265	045502
265	045510
265	069487
265	038792
265	014453
265	86721
265	140556
265	72623
265	194675
265	7155
265	89178
265	137563
265	7619
265	80308
265	50638
265	66798
265	49621
265	49974
265	88341
265	169996
265	194841
265	18815
265	101445
265	101445
265	188631
265	197579
265	49621
265	193298
265	1605
265	174507
265	5799
265	41876
265	195417
265	95518
265	96360
265	98339
265	47181
265	197812
265	197813
265	1754
265	4709
265	46207
265	14879
265	192441
265	49125
265	44891
265	1184
265	1184
265	1184
265	1184
265	24823
265	189548
265	190698
265	192668
265	190732
265	170854
265	52126
265	98339
265	87833
265	14860
265	198808
265	197398
265	195968
265	190060
265	197813
265	7775
265	151973
265	41175
265	167454
265	4709
265	198065
265	195959
265	64701
265	198801
265	195839
265	195839
265	195883
265	195968
265	198160
265	87833
265	98614
265	70701
265	117058
265	46207
265	46029
265	46002
265	45952
265	45960
265	49761
265	31501
265	29345
265	152996
265	192527
265	191742
265	102956
265	195685
265	164080
265	195507
265	196959
265	30858
265	195905
265	191742
265	197576
265	2641
265	190892
265	190892
265	194786
